Act,Scene,Line,Text 
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,40,"SCHWARZ. He has been in limbo more than three weeks, and we knew nothing
      of it. He was brought up for examination three several days, and still we
      heard nothing. They put him to the rack to make him tell where the captain
      was to be found�but the brave fellow would not slip. Yesterday he
      got his sentence, and this morning was dispatched express to the devil!"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,41,RAZ. Confound it! Does the captain know?
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,42,"SCHWARZ. He heard of it only yesterday. He foamed like a wild boar. You
      know that Roller was always an especial favorite; and then the rack! Ropes
      and scaling-ladders were conveyed to the prison, but in vain. Moor himself
      got access to him disguised as a Capuchin monk, and proposed to change
      clothes with him; but Roller absolutely refused; whereupon the captain
      swore an oath that made our very flesh creep. He vowed that he would light
      a funeral pile for him, such as had never yet graced the bier of royalty,
      one that should burn them all to cinders. I fear for the city. He has long
      owed it a grudge for its intolerable bigotry; and you know, when he says,
      ""I'll do it,"" the thing is as good as done."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,43,"RAZ. That is true! I know the captain. If he had pledged his word to the
      devil to go to hell he never would pray again, though half a pater-noster
      would take him to heaven. Alas! poor Roller!�poor Roller!"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,44,SPIEGEL. Memento mori! But it does not concern me. (Hums a tune).
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,45,"Should I happen to pass the gallows stone,
         I shall just take a sight with one eye,
        And think to myself, you may dangle alone,
         Who now, sir, 's the fool, you or I?"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,46,"RAZ. (Jumping up). Hark! a shot! (Firing and noise is heard behind the
      scenes)."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,47,SPIEGEL. Another!
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,48,RAZ. And another! The captain!
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,49,"(Voices behind the scenes are heard singing).

        The Nurnbergers deem it the wisest plan,
        Never to hang till they've caught their man.
                         Da capo."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,50,"SCHWEITZER and ROLLER (behind the scenes). Holla, ho! Holla, ho!"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,51,RAZ. Roller! by all the devils! Roller!
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,52,"SCHWEITZER and ROLLER (still behind the scenes). Razman! Schwarz!
      Spiegelberg! Razman!"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,53,"RAZ. Roller! Schweitzer! Thunder and lightning! Fire and fury! (They run
      towards him.)"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,54,"Enter CHARLES VON MOOR (on horseback), SCHWEITZER, ROLLER, GRIMM,
      SCHUFTERLE, and a troop of ROBBERS covered with dust and mud."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,55,"CHARLES (leaping from his horse) Liberty! Liberty!�Thou art on terra
      firma, Roller! Take my horse, Schweitzer, and wash him with wine. (Throws
      himself on the ground.) That was hot work!"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,56,"RAZ. (to ROLLER). Well, by the fires of Pluto! Art thou risen from the
      wheel?"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,57,SCHWARZ. Art thou his ghost? or am I a fool? or art thou really the man?
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,58,"ROLLER (still breathless). The identical�alive�whole.�Where
      do you think I come from?"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,59,"SCHWARZ. It would puzzle a witch to tell! The staff was already broken
      over you."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,60,"ROLLER. Ay, that it was, and more than that! I come straightway from the
      gallows. Only let me get my breath. Schweitzer will tell you all. Give me
      a glass of brandy! You there too, Spiegelberg! I thought we should have
      met again in another place. But give me a glass of brandy! my bones are
      tumbling to pieces. Oh, my captain! Where is my captain?"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,61,"SCHWARZ. Have patience, man, have patience. Just tell me�say�come,
      let's hear�how did you escape? In the name of wonder how came we to
      get you back again? My brain is bewildered. From the gallows, you say?"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,62,"ROLLER (swallows a flask of brandy). Ah, that is capital! that warms the
      inside! Straight from the gallows, I tell you. You stand there amid stare
      as if that was impossible. I can assure you, I was not more than three
      paces from that blessed ladder, on which I was to mount to Abraham's bosom�so
      near, so very near, that I was sold, skin and all, to the dissecting-room!
      The fee-simple of my life was not worth a pinch of snuff. To the captain I
      am indebted for breath, and liberty, and life."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,63,"SCHWEITZER. It was a trick worth the telling. We had heard the day before,
      through our spies, that Roller was in the devil's own pickle; and unless
      the vault of heaven fell in suddenly he would, on the morrow �that
      is, to-day�go the way of all flesh. Up! says the captain, and follow
      me�what is not a friend worth? Whether we save him or not, we will
      at least light him up a funeral pile such as never yet honored royalty;
      one which shall burn them black and blue. The whole troop was summoned. We
      sent Roller a trusty messenger, who conveyed the notice to him in a little
      billet, which he slipped into his porridge."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,64,ROLLER. I had but small hope of success.
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,65,"SCHWEITZER. We waited till the thoroughfares were clear. The whole town
      was out after the sight; equestrians, pedestrians, carriages, all
      pell-mell; the noise and the gibbet-psalm sounded far and wide. Now, says
      the captain, light up, light up! We all flew like darts; they set fire to
      the city in three-and-thirty places at once; threw burning firebrands on
      the powder-magazine, and into the churches and granaries. Morbleu! in less
      than a quarter of an hour a northeaster, which, like us, must have owed a
      grudge to the city, came seasonably to our aid, and helped to lift the
      flames up to the highest gables. Meanwhile we ran up and down the streets
      like furies, crying, fire! ho! fire! ho! in every direction. There was
      such howling�screaming-tumult�fire-bells tolling. And
      presently the powder-magazine blew up into the air with a crash as if the
      earth were rent in twain, heaven burst to shivers, and hell sunk ten
      thousand fathoms deeper."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,66,"ROLLER. Now my guards looked behind them�there lay the city, like
      Sodom and Gomorrah�the whole horizon was one mass of fire,
      brimstone, and smoke; and forty hills echoed and reflected the infernal
      prank far and wide. A panic seized them all�I take advantage of the
      moment, and, quick as lightning�my fetters had been taken off, so
      nearly was my time come�while my guards were looking away petrified,
      like Lot's wife, I shot off�tore through the crowd�and away!
      After running some sixty paces I throw off my clothes, plunge into the
      river, and swim along under water till I think they have lost sight of me.
      My captain stood ready, with horses and clothes�and here I am. Moor!
      Moor! I only wish that you may soon get into just such another scrape that
      I may requite you in like manner."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,67,"RAZ. A brutal wish, for which you deserve to be hanged. It was a glorious
      prank, though."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,68,"ROLLER. It was help in need; you cannot judge of it. You should have
      marched, like me, with a rope round your neck, travelling to your grave in
      the living body, and seen their horrid sacramental forms and hangman's
      ceremonies�and then, at every reluctant step, as the struggling feet
      were thrust forward, to see the infernal machine, on which I was to be
      elevated, glaring more and more hideously in the blaze of a noonday sun�and
      the hangman's rapscallions watching for their prey �and the horrible
      psalm-singing�the cursed twang still rings in my ears�and the
      screeching hungry ravens, a whole flight of them, who were hovering over
      the half-rotten carcass of my predecessor. To see all this�ay, more,
      to have a foretaste of the blessedness which was in store for me! Brother,
      brother! And then, all of a sudden, the signal of deliverance. It was an
      explosion as if the vault of heaven were rent in twain. Hark ye, fellows!
      I tell you, if a man were to leap out of a fiery furnace into a freezing
      lake he could not feel the contrast half so strongly as I did when I
      gained the opposite shore."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,69,"SPIEGEL. (Laughs.) Poor wretch! Well, you have got over it. (Pledges him).
      Here's to a happy regeneration!"
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,70,"ROLLER (flings away his glass). No, by all the treasures of Mammon, I
      should not like to go through it a second time. Death is something more
      than a harlequin's leap, and its terrors are even worse than death itself."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,71,"SPIEGEL. And the powder-magazine leaping into the air! Don't you see it
      now, Razman? That was the reason the air stunk so, for miles round, of
      brimstone, as if the whole wardrobe of Moloch was being aired under the
      open firmament. It was a master-stroke, captain! I envy you for it."
ACT II.,SCENE III.�THE BOHEMIAN WOODS.,72,"SCHWEITZER. If the town makes it a holiday-treat to see our comrade killed
      by a baited hog, why the devil should we scruple to sacrifice the city for
      the rescue of our comrade? And, by the way, our fellows had the extra
      treat of being able to plunder worse than the old emperor. Tell me, what
      have you sacked?"
